city,neighbourhood_cleansed,total_listings,avg_occupancy,median_price,commercial_pct,licensed_pct,avg_availability,avg_reviews,occupancy_rate,total_listings_norm,avg_occupancy_norm,commercial_pct_norm,activity_score
los-angeles,Culver City,641,91.74,173.5,0.63,0.01,199.05,4.81,0.251,0.34145021645021645,0.6363184432923797,0.63,0.517
los-angeles,Cypress Park,22,74.05,112.0,0.41,0.36,127.95,4.84,0.203,0.006493506493506494,0.5106881613521767,0.41,0.289
los-angeles,Del Aire,77,119.81,149.0,0.56,0.0,187.55,4.82,0.328,0.036255411255411256,0.8356650806050706,0.56,0.461
los-angeles,Del Rey,312,57.58,177.0,0.53,0.42,205.37,4.81,0.158,0.1634199134199134,0.39372203678716,0.53,0.329
los-angeles,Diamond Bar,123,31.5,254.5,0.63,0.0,156.57,4.81,0.086,0.061147186147186144,0.20850791847169944,0.63,0.234
los-angeles,Downey,158,74.93,124.5,0.62,0.0,190.34,4.83,0.205,0.08008658008658008,0.5169377174916555,0.62,0.363
los-angeles,Downtown,1187,43.03,171.0,0.61,0.47,229.87,4.74,0.118,0.6369047619047619,0.29039130743555147,0.61,0.493
los-angeles,Duarte,51,47.33,94.5,0.67,0.0,228.98,4.86,0.13,0.022186147186147188,0.32092891129891343,0.67,0.271
los-angeles,Eagle Rock,165,77.55,152.0,0.32,0.52,183.18,4.89,0.212,0.08387445887445888,0.5355443505432852,0.32,0.312
los-angeles,East Hollywood,385,46.61,104.0,0.69,0.33,216.12,4.66,0.128,0.20292207792207792,0.31581563809388535,0.69,0.345
los-angeles,East Los Angeles,377,101.02,130.0,0.69,0.0,230.7,4.76,0.277,0.1985930735930736,0.702222853490519,0.69,0.498
los-angeles,East Pasadena,89,104.15,131.5,0.84,0.02,214.09,4.83,0.285,0.04274891774891775,0.7244513883957105,0.84,0.475
los-angeles,East San Gabriel,161,63.48,99.0,0.81,0.0,199.91,4.68,0.174,0.0817099567099567,0.43562246999502874,0.81,0.369
los-angeles,Echo Park,372,65.53,150.0,0.44,0.38,164.21,4.83,0.18,0.1958874458874459,0.45018109509267806,0.44,0.346
los-angeles,El Monte,326,83.06,79.0,0.85,0.0,226.01,4.75,0.228,0.170995670995671,0.5746750940984305,0.85,0.468
los-angeles,El Segundo,115,66.93,150.0,0.76,0.52,233.02,4.79,0.183,0.056818181818181816,0.4601235707691215,0.76,0.359
los-angeles,El Sereno,87,75.28,116.0,0.52,0.55,203.13,4.91,0.206,0.041666666666666664,0.5194233364107663,0.52,0.328
los-angeles,Elysian Park,14,123.21,107.0,0.57,0.29,254.29,4.84,0.338,0.0021645021645021645,0.8598110929621475,0.57,0.459
los-angeles,Elysian Valley,33,48.88,123.5,0.55,0.21,149.36,4.58,0.134,0.012445887445887446,0.3319366522264044,0.55,0.248
los-angeles,Encino,246,48.23,224.0,0.6,0.4,241.61,4.83,0.132,0.1277056277056277,0.3273205028051985,0.6,0.302
los-angeles,Exposition Park,654,28.5,42.0,0.94,0.08,264.43,4.45,0.078,0.3484848484848485,0.18720261345074923,0.94,0.402
los-angeles,Fairfax,304,57.55,225.0,0.63,0.47,200.67,4.79,0.158,0.1590909090909091,0.3935089837369505,0.63,0.347
los-angeles,Florence,16,15.0,193.5,0.88,0.19,160.56,4.31,0.041,0.003246753246753247,0.09132874085647326,0.88,0.214
los-angeles,Florence-Firestone,47,71.49,91.5,0.79,0.0,232.4,4.63,0.196,0.02002164502164502,0.4925076344009658,0.79,0.363
los-angeles,Gardena,132,72.39,105.0,0.57,0.05,224.22,4.72,0.198,0.06601731601731602,0.4988992259072509,0.57,0.34
los-angeles,Glassell Park,91,95.02,120.0,0.4,0.51,175.75,4.86,0.26,0.04383116883116883,0.6596122434486187,0.4,0.361
los-angeles,Glendale,731,77.93,165.0,0.59,0.0,215.23,4.76,0.214,0.39015151515151514,0.5382430225126057,0.59,0.489
los-angeles,Glendora,125,71.34,147.5,0.64,0.0,266.22,4.79,0.195,0.06222943722943723,0.49144236914991835,0.64,0.349
los-angeles,Gramercy Park,35,69.54,129.0,0.37,0.63,251.2,4.73,0.191,0.013528138528138528,0.47865918613734826,0.37,0.271
los-angeles,Granada Hills,62,66.55,193.0,0.45,0.65,225.58,4.87,0.182,0.02813852813852814,0.45742489879980114,0.45,0.284
los-angeles,Green Meadows,11,100.36,126.0,0.36,0.82,163.91,4.73,0.275,0.0005411255411255411,0.6975356863859101,0.36,0.351
los-angeles,Hacienda Heights,342,64.23,75.0,0.8,0.0,213.64,4.71,0.176,0.17965367965367965,0.44094879625026634,0.8,0.408
los-angeles,Hancock Park,92,42.26,200.0,0.57,0.57,213.45,4.86,0.116,0.044372294372294376,0.2849229458135075,0.57,0.246
los-angeles,Harbor City,63,40.62,62.0,0.92,0.22,197.25,4.74,0.111,0.02867965367965368,0.2732760457353881,0.92,0.305
los-angeles,Harbor Gateway,82,63.82,110.5,0.68,0.44,261.28,4.78,0.175,0.03896103896103896,0.43803707123073643,0.68,0.327
los-angeles,Harvard Heights,74,68.91,95.0,0.73,0.42,209.24,4.66,0.189,0.03463203463203463,0.47418507208294863,0.73,0.35
los-angeles,Harvard Park,10,46.0,149.0,0.4,0.9,264.7,4.7,0.126,0.0,0.31148355940629213,0.4,0.205
los-angeles,Hawthorne,313,89.97,121.0,0.66,0.01,186.56,4.76,0.246,0.16396103896103897,0.6237483133300191,0.66,0.447
los-angeles,Hermosa Beach,307,71.47,255.0,0.56,0.0,204.13,4.85,0.196,0.16071428571428573,0.4923655990341595,0.56,0.373
los-angeles,Highland Park,223,77.92,144.0,0.43,0.44,164.91,4.88,0.213,0.11525974025974026,0.5381720048292025,0.43,0.347
los-angeles,Historic South-Central,86,32.33,38.0,0.77,0.28,230.1,4.54,0.089,0.04112554112554113,0.21440238619416233,0.77,0.256
los-angeles,Hollywood,1816,42.19,147.0,0.69,0.4,198.2,4.71,0.116,0.9772727272727273,0.28442582202968536,0.69,0.643
los-angeles,Hollywood Hills,727,57.56,231.0,0.52,0.51,211.07,4.81,0.158,0.387987012987013,0.39358000142035365,0.52,0.417
los-angeles,Hollywood Hills West,676,46.83,766.5,0.59,0.62,241.6,4.86,0.128,0.36038961038961037,0.317378027128755,0.59,0.389
los-angeles,Huntington Park,20,39.75,94.0,0.65,0.0,250.8,4.15,0.109,0.005411255411255411,0.26709750727931253,0.65,0.239
los-angeles,Hyde Park,198,70.02,107.0,0.56,0.43,195.35,4.72,0.192,0.10173160173160173,0.4820680349407002,0.56,0.346
los-angeles,Industry,19,45.32,153.0,0.79,0.0,101.74,4.86,0.124,0.00487012987012987,0.3066543569348768,0.79,0.283
los-angeles,Inglewood,460,63.39,132.0,0.51,0.37,222.86,4.82,0.174,0.2435064935064935,0.43498331084440023,0.51,0.373
los-angeles,Jefferson Park,110,57.35,115.0,0.43,0.42,212.35,4.83,0.157,0.05411255411255411,0.39208863006888717,0.43,0.264
los-angeles,Koreatown,603,33.42,100.0,0.73,0.36,221.25,4.59,0.092,0.3208874458874459,0.2221433136851076,0.73,0.363
los-angeles,La Canada Flintridge,45,37.89,229.0,0.29,0.0,151.04,4.93,0.104,0.01893939393939394,0.2538882181663234,0.29,0.167
los-angeles,La Crescenta-Montrose,52,81.67,197.5,0.65,0.0,179.17,4.94,0.224,0.022727272727272728,0.5648036361053902,0.65,0.365
los-angeles,La Habra Heights,14,2.14,86.0,0.43,0.0,186.07,4.96,0.006,0.0021645021645021645,0.0,0.43,0.087
los-angeles,La Mirada,46,108.15,104.5,0.65,0.0,238.67,4.67,0.296,0.01948051948051948,0.7528584617569775,0.65,0.439
los-angeles,La Puente,52,76.63,126.0,0.83,0.0,173.38,4.8,0.21,0.022727272727272728,0.5290107236701939,0.83,0.387
los-angeles,La Verne,42,87.0,75.0,0.69,0.55,281.9,4.89,0.238,0.017316017316017316,0.6026560613592784,0.69,0.386
los-angeles,Ladera Heights,79,69.97,184.0,0.61,0.01,211.23,4.78,0.192,0.037337662337662336,0.4817129465236844,0.61,0.33
los-angeles,Lake Balboa,122,73.7,128.0,0.53,0.44,237.65,4.84,0.202,0.06060606060606061,0.5082025424330658,0.53,0.334
los-angeles,Lakewood,73,74.33,116.0,0.52,0.0,177.68,4.74,0.204,0.03409090909090909,0.5126766564874654,0.52,0.323
los-angeles,Lancaster,385,52.38,63.0,0.68,0.0,261.93,4.79,0.144,0.20292207792207792,0.356792841417513,0.68,0.36
los-angeles,Larchmont,83,49.35,174.5,0.53,0.47,181.98,4.71,0.135,0.039502164502164504,0.33527448334635324,0.53,0.256
los-angeles,Lawndale,120,88.47,128.0,0.6,0.0,186.44,4.8,0.242,0.05952380952380952,0.613095660819544,0.6,0.389
los-angeles,Leimert Park,42,73.12,128.0,0.43,0.43,208.5,4.55,0.2,0.017316017316017316,0.5040835167956822,0.43,0.295
los-angeles,Lennox,75,122.95,115.5,0.64,0.03,192.57,4.76,0.337,0.035173160173160176,0.8579646331936652,0.64,0.485
los-angeles,Leona Valley,12,32.83,118.0,0.75,0.0,292.92,4.78,0.09,0.0010822510822510823,0.2179532703643207,0.75,0.238
los-angeles,Lincoln Heights,64,43.09,120.0,0.56,0.34,185.08,4.84,0.118,0.02922077922077922,0.29081741353597046,0.56,0.24
los-angeles,Lomita,33,94.36,125.5,0.55,0.03,196.3,4.84,0.259,0.012445887445887446,0.6549250763440096,0.55,0.377
los-angeles,Long Beach,1858,88.0,153.5,0.53,0.65,213.33,4.82,0.241,1.0,0.6097578296995951,0.53,0.75
los-angeles,Los Feliz,311,58.08,175.0,0.41,0.38,156.51,4.86,0.159,0.16287878787878787,0.39727292095731837,0.41,0.306
los-angeles,Lynwood,43,100.6,126.0,0.7,0.0,236.35,4.7,0.276,0.017857142857142856,0.6992401107875861,0.7,0.427
los-angeles,Malibu,445,45.4,823.0,0.64,0.7,224.37,4.85,0.124,0.2353896103896104,0.3072224984021021,0.64,0.345
los-angeles,Manchester Square,40,61.1,131.0,0.45,0.32,264.45,4.72,0.167,0.016233766233766232,0.4187202613450749,0.45,0.264
los-angeles,Manhattan Beach,435,81.65,357.5,0.56,0.0,211.2,4.87,0.224,0.22997835497835498,0.564661600738584,0.56,0.43
los-angeles,Mar Vista,296,70.89,151.0,0.42,0.45,181.8,4.8,0.194,0.15476190476190477,0.4882465733967758,0.42,0.341
los-angeles,Marina del Rey,406,51.43,235.0,0.77,0.01,224.08,4.68,0.141,0.21428571428571427,0.350046161494212,0.77,0.38
los-angeles,Mayflower Village,73,60.99,174.0,0.79,0.0,244.55,4.66,0.167,0.03409090909090909,0.4179390668276401,0.79,0.339
los-angeles,Maywood,11,71.36,85.0,0.82,0.0,310.73,4.42,0.196,0.0005411255411255411,0.49158440451672464,0.82,0.361
los-angeles,Mid-City,587,61.74,112.0,0.64,0.36,217.61,4.71,0.169,0.31222943722943725,0.42326539308287764,0.64,0.422
los-angeles,Mid-Wilshire,521,40.16,129.5,0.57,0.28,213.14,4.76,0.11,0.2765151515151515,0.2700092322988424,0.57,0.333
los-angeles,Mission Hills,21,58.52,110.0,0.52,0.48,210.38,4.33,0.16,0.005952380952380952,0.40039769902705774,0.52,0.267
los-angeles,Monrovia,208,71.42,139.5,0.69,0.0,223.69,4.81,0.196,0.10714285714285714,0.4920105106171437,0.69,0.378
los-angeles,Montebello,52,71.04,145.0,0.48,0.0,174.0,4.77,0.195,0.022727272727272728,0.48931183864782335,0.48,0.301
los-angeles,Montecito Heights,84,78.18,106.0,0.4,0.45,195.25,4.85,0.214,0.04004329004329004,0.5400184645976849,0.4,0.312
los-angeles,Monterey Park,332,82.7,124.0,0.78,0.0,217.45,4.73,0.227,0.17424242424242425,0.5721184574959165,0.78,0.455
los-angeles,Mount Washington,117,64.04,192.5,0.28,0.61,157.26,4.93,0.175,0.057900432900432904,0.43959946026560615,0.28,0.255
los-angeles,North El Monte,26,81.19,144.5,0.73,0.0,199.35,4.73,0.222,0.008658008658008658,0.5613947873020382,0.73,0.374
los-angeles,North Hills,92,72.79,108.5,0.54,0.59,240.66,4.83,0.199,0.044372294372294376,0.5017399332433776,0.54,0.326
los-angeles,North Hollywood,490,56.25,130.0,0.59,0.38,211.34,4.81,0.154,0.2597402597402597,0.38427668489453876,0.59,0.376
los-angeles,Northeast Antelope Valley,19,44.0,127.5,0.47,0.0,247.79,4.88,0.121,0.00487012987012987,0.2972800227256587,0.47,0.215
los-angeles,Northridge,155,56.83,141.5,0.52,0.54,247.79,4.8,0.156,0.07846320346320346,0.3883957105319224,0.52,0.291
los-angeles,Northwest Antelope Valley,11,43.27,51.0,0.45,0.0,252.64,4.85,0.119,0.0005411255411255411,0.2920957318372275,0.45,0.207
los-angeles,Northwest Palmdale,26,48.08,98.0,0.73,0.0,276.19,4.73,0.132,0.008658008658008658,0.326255237554151,0.73,0.28
los-angeles,Norwalk,102,108.05,95.5,0.62,0.0,208.38,4.74,0.296,0.049783549783549784,0.7521482849229458,0.62,0.445
los-angeles,Pacific Palisades,120,21.13,371.0,0.5,0.49,232.16,4.85,0.058,0.05952380952380952,0.13486258078261487,0.5,0.178
los-angeles,Pacoima,11,72.0,124.0,0.27,0.64,211.18,4.85,0.197,0.0005411255411255411,0.4961295362545274,0.27,0.253
los-angeles,Palmdale,226,31.13,83.0,0.57,0.0,253.46,4.77,0.085,0.11688311688311688,0.20588026418578226,0.57,0.243
los-angeles,Palms,281,54.38,110.0,0.61,0.16,216.33,4.76,0.149,0.14664502164502163,0.37099637809814645,0.61,0.329
los-angeles,Palos Verdes Estates,21,29.62,315.0,0.24,0.0,198.19,4.75,0.081,0.005952380952380952,0.195156593991904,0.24,0.128
los-angeles,Panorama City,59,36.47,96.5,0.61,0.41,257.93,4.8,0.1,0.026515151515151516,0.24380370712307364,0.61,0.23
los-angeles,Paramount,24,46.42,90.0,0.5,0.0,212.04,4.86,0.127,0.007575757575757576,0.3144663021092252,0.5,0.229
los-angeles,Pasadena,778,84.2,177.0,0.68,0.18,200.47,4.82,0.231,0.4155844155844156,0.5827711100063916,0.68,0.535
los-angeles,Pico Rivera,58,73.14,112.0,0.64,0.0,195.53,4.86,0.2,0.025974025974025976,0.5042255521624884,0.64,0.34
los-angeles,Pico-Robertson,325,32.84,140.0,0.7,0.18,256.27,4.58,0.09,0.17045454545454544,0.2180242880477239,0.7,0.295
los-angeles,Pico-Union,179,49.27,74.5,0.82,0.27,232.34,4.55,0.135,0.09145021645021645,0.3347063418791279,0.82,0.334
los-angeles,Playa Vista,106,32.96,223.0,0.66,0.17,193.94,4.86,0.09,0.05194805194805195,0.2188765002485619,0.66,0.24
los-angeles,Playa del Rey,115,50.83,213.5,0.35,0.33,187.04,4.84,0.139,0.056818181818181816,0.345785100490022,0.35,0.231
los-angeles,Pomona,168,69.15,94.0,0.66,0.0,207.44,4.78,0.189,0.0854978354978355,0.4758894964846247,0.66,0.357
los-angeles,Porter Ranch,34,62.5,149.0,0.44,0.56,215.0,4.91,0.171,0.012987012987012988,0.42866273702151836,0.44,0.265
los-angeles,Quartz Hill,39,58.72,97.0,0.64,0.0,252.95,4.84,0.161,0.015692640692640692,0.40181805269512105,0.64,0.295
los-angeles,Rancho Palos Verdes,129,37.16,254.0,0.7,0.0,257.12,4.77,0.102,0.06439393939393939,0.24870392727789217,0.7,0.265
los-angeles,Rancho Park,44,66.8,154.5,0.48,0.43,190.5,4.82,0.183,0.0183982683982684,0.4592003408848803,0.48,0.287
los-angeles,Redondo Beach,465,63.12,174.0,0.5,0.0,184.11,4.79,0.173,0.24621212121212122,0.4330658333925147,0.5,0.372
los-angeles,Reseda,209,60.07,114.0,0.56,0.4,230.52,4.84,0.165,0.10768398268398269,0.41140543995454865,0.56,0.32
los-angeles,Rolling Hills Estates,22,42.45,219.0,0.5,0.0,216.09,4.86,0.116,0.006493506493506494,0.28627228179816777,0.5,0.217
los-angeles,Rosemead,110,77.83,99.0,0.79,0.0,212.14,4.75,0.213,0.05411255411255411,0.537532845678574,0.79,0.395
los-angeles,Rowland Heights,626,64.38,70.0,0.86,0.0,203.94,4.64,0.176,0.3333333333333333,0.4420140615013138,0.86,0.482
los-angeles,San Dimas,56,21.59,127.0,0.64,0.0,217.52,4.83,0.059,0.024891774891774892,0.13812939421916057,0.64,0.193
los-angeles,San Fernando,38,113.24,161.5,0.76,0.0,259.79,4.78,0.31,0.015151515151515152,0.7890064626091896,0.76,0.474
los-angeles,San Gabriel,265,60.36,121.0,0.8,0.0,226.65,4.77,0.165,0.137987012987013,0.4134649527732405,0.8,0.381
los-angeles,San Marino,30,13.37,399.0,0.83,0.0,275.13,4.85,0.037,0.010822510822510822,0.07975285846175696,0.83,0.202
los-angeles,San Pasqual,17,49.12,145.0,0.59,0.06,247.24,4.82,0.135,0.003787878787878788,0.33364107662808035,0.59,0.253
los-angeles,San Pedro,165,65.62,144.0,0.5,0.41,225.12,4.82,0.18,0.08387445887445888,0.45082025424330663,0.5,0.314
los-angeles,Santa Clarita,349,61.59,154.5,0.5,0.0,190.17,4.8,0.169,0.18344155844155843,0.42220012783183014,0.5,0.342
los-angeles,Santa Fe Springs,10,134.9,106.0,0.6,0.0,226.1,4.92,0.37,0.0,0.9428307648604504,0.6,0.497
los-angeles,Santa Monica,1244,80.81,203.0,0.64,0.71,207.68,4.79,0.221,0.6677489177489178,0.5586961153327179,0.64,0.619
los-angeles,Sawtelle,403,43.89,120.0,0.57,0.29,191.8,4.73,0.12,0.21266233766233766,0.2964988282082238,0.57,0.318
los-angeles,Shadow Hills,42,37.14,129.0,0.29,0.45,217.52,4.82,0.102,0.017316017316017316,0.24856189191108585,0.29,0.164
los-angeles,Sherman Oaks,525,55.48,200.0,0.58,0.45,223.83,4.84,0.152,0.2786796536796537,0.3788083232724948,0.58,0.379
los-angeles,Sierra Madre,35,69.57,247.0,0.4,0.0,227.57,4.91,0.191,0.013528138528138528,0.47887223918755767,0.4,0.277
los-angeles,Signal Hill,41,87.8,138.0,0.59,0.02,141.46,4.89,0.241,0.016774891774891776,0.6083374760315318,0.59,0.368
los-angeles,Silver Lake,494,77.04,160.0,0.4,0.45,182.55,4.89,0.211,0.2619047619047619,0.5319224486897238,0.4,0.398
los-angeles,South El Monte,41,138.46,96.0,0.9,0.0,207.85,4.7,0.379,0.016774891774891776,0.968113060151978,0.9,0.574
los-angeles,South Gate,43,101.44,133.5,0.47,0.0,211.05,4.79,0.278,0.017857142857142856,0.7052055961934521,0.47,0.383
los-angeles,South Park,21,8.57,53.0,0.62,0.19,264.86,4.4,0.023,0.005952380952380952,0.04566437042823663,0.62,0.145
los-angeles,South Pasadena,99,77.97,170.0,0.56,0.01,185.77,4.78,0.214,0.04816017316017316,0.5385270932462183,0.56,0.347
los-angeles,South San Gabriel,82,105.91,85.0,0.83,0.0,252.82,4.64,0.29,0.03896103896103896,0.7369505006746679,0.83,0.476
los-angeles,South San Jose Hills,29,95.79,117.0,0.79,0.0,243.31,4.64,0.262,0.010281385281385282,0.6650806050706626,0.79,0.428
los-angeles,South Whittier,49,103.29,125.0,0.45,0.0,200.55,4.88,0.283,0.021103896103896104,0.7183438676230381,0.45,0.386
los-angeles,Southeast Antelope Valley,36,44.83,151.5,0.61,0.0,243.58,4.77,0.123,0.01406926406926407,0.30317449044812156,0.61,0.249
los-angeles,Stevenson Ranch,21,12.1,207.5,0.62,0.0,251.38,4.55,0.033,0.005952380952380952,0.0707336126695547,0.62,0.155
los-angeles,Studio City,384,54.55,236.5,0.54,0.49,207.13,4.87,0.149,0.20238095238095238,0.37220367871600024,0.54,0.338
los-angeles,Sun Valley,104,49.17,125.0,0.44,0.55,211.98,4.83,0.135,0.050865800865800864,0.3339961650450962,0.44,0.242
los-angeles,Sunland,11,24.55,210.0,0.36,0.45,275.91,4.91,0.067,0.0005411255411255411,0.1591506285064981,0.36,0.136
los-angeles,Sylmar,43,83.81,145.0,0.49,0.58,233.14,4.79,0.23,0.017857142857142856,0.5800014203536681,0.49,0.337
los-angeles,Tarzana,215,47.61,226.0,0.56,0.49,231.57,4.8,0.13,0.11093073593073594,0.3229174064342021,0.56,0.286
los-angeles,Temple City,175,43.7,125.5,0.79,0.0,184.16,4.71,0.12,0.08928571428571429,0.2951494922235637,0.79,0.312
los-angeles,Toluca Lake,75,66.67,177.0,0.55,0.37,226.49,4.87,0.183,0.035173160173160176,0.45827711100063917,0.55,0.307
los-angeles,Topanga,387,75.76,198.0,0.5,0.0,199.21,4.88,0.208,0.204004329004329,0.5228321852141183,0.5,0.391
los-angeles,Torrance,372,64.92,123.0,0.59,0.0,193.5,4.78,0.178,0.1958874458874459,0.44584901640508484,0.59,0.375
los-angeles,Tujunga,30,51.87,97.5,0.5,0.27,222.77,4.76,0.142,0.010822510822510822,0.3531709395639514,0.5,0.246
los-angeles,Tujunga Canyons,18,24.28,187.0,0.39,0.0,260.39,4.59,0.067,0.004329004329004329,0.1572331510546126,0.39,0.143
los-angeles,Unincorporated Catalina Island,10,25.2,818.0,1.0,0.0,105.3,4.71,0.069,0.0,0.163766777927704,1.0,0.266
los-angeles,Unincorporated Santa Monica Mountains,182,64.44,402.0,0.52,0.02,203.15,4.93,0.177,0.09307359307359307,0.4424401676017328,0.52,0.318
los-angeles,Unincorporated Santa Susana Mountains,41,27.46,314.0,0.59,0.0,253.71,4.88,0.075,0.016774891774891776,0.17981677437681984,0.59,0.197
los-angeles,Universal City,43,77.47,226.0,0.95,0.05,167.19,4.76,0.212,0.017857142857142856,0.5349762090760599,0.95,0.411
los-angeles,University Park,66,41.95,63.5,0.48,0.14,135.95,4.46,0.115,0.030303030303030304,0.2827213976280094,0.48,0.221
los-angeles,Valinda,51,81.61,99.0,0.69,0.0,194.04,4.73,0.224,0.022186147186147188,0.5643775300049713,0.69,0.373
